,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
0,Wireless Setup,225,209,16,19,1152,0.9288888888888889,0.9166666666666666,0.08333333333333333,0.07111111111111111
1,Wireless Connectivity,241,188,53,39,1116,0.7800829875518672,0.8281938325991189,0.17180616740088106,0.21991701244813278
2,Windows Compatibility,132,118,14,4,1260,0.8939393939393939,0.9672131147540983,0.03278688524590164,0.10606060606060606
3,Selling Price,84,68,16,17,1295,0.8095238095238095,0.8,0.2,0.19047619047619047
4,Paper Feed,81,62,19,12,1303,0.7654320987654321,0.8378378378378378,0.16216216216216217,0.2345679012345679
5,Overall Print Quality,121,83,38,23,1252,0.6859504132231405,0.7830188679245284,0.2169811320754717,0.3140495867768595
6,Non-specific/Unknown,109,99,10,8,1279,0.908256880733945,0.9252336448598131,0.07476635514018691,0.09174311926605505
7,iOS Compatibility,105,94,11,3,1288,0.8952380952380953,0.9690721649484536,0.030927835051546393,0.10476190476190476
8,Ink Consumption,123,101,22,28,1245,0.8211382113821138,0.7829457364341085,0.21705426356589147,0.17886178861788618
9,Competitor Product Comparison,87,82,5,5,1304,0.9425287356321839,0.9425287356321839,0.05747126436781609,0.05747126436781609
10,Audible Noise,90,71,19,43,1263,0.7888888888888889,0.6228070175438597,0.37719298245614036,0.2111111111111111
11,Overall Customer Service,76,64,12,9,1311,0.8421052631578947,0.8767123287671232,0.1232876712328767,0.15789473684210525
12,Cloud Connectivity,44,34,10,6,1346,0.7727272727272727,0.85,0.15,0.22727272727272727
13,Paper Jam,31,24,7,9,1356,0.7741935483870968,0.7272727272727273,0.2727272727272727,0.22580645161290322
14,Color Print Quality,46,26,20,17,1333,0.5652173913043478,0.6046511627906976,0.3953488372093023,0.43478260869565216
15,Monochrome Print Quality,32,17,15,9,1355,0.53125,0.6538461538461539,0.34615384615384615,0.46875
16,Build Quality,78,47,31,37,1281,0.6025641025641025,0.5595238095238095,0.44047619047619047,0.3974358974358974
17,Print Speed,49,26,23,8,1339,0.5306122448979592,0.7647058823529411,0.23529411764705882,0.46938775510204084
18,CD/DVD Printing,8,1,7,3,1385,0.125,0.25,0.75,0.875
19,Initialization Speed,70,49,21,13,1313,0.7,0.7903225806451613,0.20967741935483872,0.3
20,Driver Performance,46,38,8,8,1342,0.8260869565217391,0.8260869565217391,0.17391304347826086,0.17391304347826086
21,Overall,1878,1501,377,320,27118,0.7992545260915868,0.8242723778143877,0.1757276221856123,0.2007454739084132
