,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
0,Wireless Setup,225,192,33,25,1146,0.8533333333333334,0.8847926267281107,0.1152073732718894,0.14666666666666667
1,Wireless Connectivity,241,196,45,38,1117,0.8132780082987552,0.8376068376068376,0.1623931623931624,0.18672199170124482
2,Windows Compatibility,132,123,9,6,1258,0.9318181818181818,0.9534883720930233,0.046511627906976744,0.06818181818181818
3,Selling Price,84,68,16,10,1302,0.8095238095238095,0.8717948717948718,0.1282051282051282,0.19047619047619047
4,Paper Feed,81,66,15,25,1290,0.8148148148148148,0.7252747252747253,0.27472527472527475,0.18518518518518517
5,Overall Print Quality,121,88,33,62,1213,0.7272727272727273,0.5866666666666667,0.41333333333333333,0.2727272727272727
6,Non-specific/Unknown,109,95,14,10,1277,0.8715596330275229,0.9047619047619048,0.09523809523809523,0.12844036697247707
7,iOS Compatibility,105,82,23,4,1287,0.780952380952381,0.9534883720930233,0.046511627906976744,0.21904761904761905
8,Ink Consumption,123,95,28,19,1254,0.7723577235772358,0.8333333333333334,0.16666666666666666,0.22764227642276422
9,Competitor Product Comparison,87,78,9,5,1304,0.896551724137931,0.9397590361445783,0.060240963855421686,0.10344827586206896
10,Audible Noise,90,49,41,12,1294,0.5444444444444444,0.8032786885245902,0.19672131147540983,0.45555555555555555
11,Overall Customer Service,76,61,15,6,1314,0.8026315789473685,0.9104477611940298,0.08955223880597014,0.19736842105263158
12,Cloud Connectivity,44,29,15,12,1340,0.6590909090909091,0.7073170731707317,0.2926829268292683,0.3409090909090909
13,Paper Jam,31,18,13,3,1362,0.5806451612903226,0.8571428571428571,0.14285714285714285,0.41935483870967744
14,Color Print Quality,46,22,24,19,1331,0.4782608695652174,0.5365853658536586,0.4634146341463415,0.5217391304347826
15,Monochrome Print Quality,32,10,22,8,1356,0.3125,0.5555555555555556,0.4444444444444444,0.6875
16,Build Quality,78,33,45,27,1291,0.4230769230769231,0.55,0.45,0.5769230769230769
17,Print Speed,49,23,26,40,1307,0.46938775510204084,0.36507936507936506,0.6349206349206349,0.5306122448979592
18,CD/DVD Printing,8,0,8,1,1387,0.0,0.0,1.0,1.0
19,Initialization Speed,70,58,12,36,1290,0.8285714285714286,0.6170212765957447,0.3829787234042553,0.17142857142857143
20,Driver Performance,46,33,13,20,1330,0.717391304347826,0.6226415094339622,0.37735849056603776,0.2826086956521739
21,Overall,1878,1419,459,388,27050,0.755591054313099,0.7852794687327062,0.21472053126729385,0.24440894568690097
