,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
0,Wireless Setup,225,202,23,10,1161,0.8977777777777778,0.9528301886792453,0.04716981132075472,0.10222222222222223
1,Wireless Connectivity,241,165,76,28,1127,0.6846473029045643,0.8549222797927462,0.14507772020725387,0.3153526970954357
2,Windows Compatibility,132,117,15,5,1259,0.8863636363636364,0.9590163934426229,0.040983606557377046,0.11363636363636363
3,Selling Price,84,72,12,31,1281,0.8571428571428571,0.6990291262135923,0.30097087378640774,0.14285714285714285
4,Paper Feed,81,57,24,18,1297,0.7037037037037037,0.76,0.24,0.2962962962962963
5,Overall Print Quality,121,91,30,45,1230,0.7520661157024794,0.6691176470588235,0.33088235294117646,0.24793388429752067
6,Non-specific/Unknown,109,94,15,8,1279,0.8623853211009175,0.9215686274509803,0.0784313725490196,0.13761467889908258
7,iOS Compatibility,105,78,27,4,1287,0.7428571428571429,0.9512195121951219,0.04878048780487805,0.2571428571428571
8,Ink Consumption,123,91,32,19,1254,0.7398373983739838,0.8272727272727273,0.17272727272727273,0.2601626016260163
9,Competitor Product Comparison,87,75,12,5,1304,0.8620689655172413,0.9375,0.0625,0.13793103448275862
10,Audible Noise,90,68,22,11,1295,0.7555555555555555,0.8607594936708861,0.13924050632911392,0.24444444444444444
11,Overall Customer Service,76,63,13,9,1311,0.8289473684210527,0.875,0.125,0.17105263157894737
12,Cloud Connectivity,44,28,16,8,1344,0.6363636363636364,0.7777777777777778,0.2222222222222222,0.36363636363636365
13,Paper Jam,31,21,10,5,1360,0.6774193548387096,0.8076923076923077,0.19230769230769232,0.3225806451612903
14,Color Print Quality,46,24,22,28,1322,0.5217391304347826,0.46153846153846156,0.5384615384615384,0.4782608695652174
15,Monochrome Print Quality,32,19,13,4,1360,0.59375,0.8260869565217391,0.17391304347826086,0.40625
16,Build Quality,78,45,33,21,1297,0.5769230769230769,0.6818181818181818,0.3181818181818182,0.4230769230769231
17,Print Speed,49,26,23,12,1335,0.5306122448979592,0.6842105263157895,0.3157894736842105,0.46938775510204084
18,CD/DVD Printing,8,2,6,0,1388,0.25,1.0,0.0,0.75
19,Initialization Speed,70,46,24,10,1316,0.6571428571428571,0.8214285714285714,0.17857142857142858,0.34285714285714286
20,Driver Performance,46,30,16,4,1346,0.6521739130434783,0.8823529411764706,0.11764705882352941,0.34782608695652173
21,Overall,1878,1414,464,285,27153,0.7529286474973376,0.8322542672160094,0.16774573278399058,0.2470713525026624
