,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
0,Data Transfer/Transmission/Wireless Range-SA,4,0,4,1,1513,0.0,0.0,1.0,1.0
1,Data Transfer/Transmission/Cloud Connectivity-SA,39,27,12,24,1455,0.6923076923076923,0.5294117647058824,0.47058823529411764,0.3076923076923077
2,Data Transfer/Transmission/Wireless Connectivity-SA,235,170,65,42,1241,0.723404255319149,0.8018867924528302,0.19811320754716982,0.2765957446808511
3,Data Transfer/Transmission/Wireless Setup-SA,186,155,31,33,1299,0.8333333333333334,0.824468085106383,0.17553191489361702,0.16666666666666666
4,Data Transfer/Transmission/Data Transfer Error-SA,20,7,13,30,1468,0.35,0.1891891891891892,0.8108108108108109,0.65
5,Body/Design/Ergonomics -SA,12,3,9,0,1506,0.25,1.0,0.0,0.75
6,Body/Design/I/O Port(s)-SA,1,0,1,0,1517,NA,NA,NA,NA
7,Body/Design/Size-SA,52,34,18,22,1444,0.6538461538461539,0.6071428571428571,0.39285714285714285,0.34615384615384615
8,Body/Design/Weight-SA,9,3,6,2,1507,0.3333333333333333,0.6,0.4,0.6666666666666666
9,Body/Design/Controls/Buttons-SA,6,0,6,4,1508,0.0,0.0,1.0,1.0
10,Body/Design/Power On/Off-SA,8,0,8,0,1510,NA,NA,NA,NA
11,Body/Design/Initialization Speed-SA,72,47,25,26,1420,0.6527777777777778,0.6438356164383562,0.3561643835616438,0.3472222222222222
12,Body/Design/Build Quality-SA,67,30,37,20,1431,0.44776119402985076,0.6,0.4,0.5522388059701493
13,Body/Design/Audible Noise-SA,103,66,37,5,1410,0.6407766990291263,0.9295774647887324,0.07042253521126761,0.3592233009708738
14,Body/Design/Indicator Light-SA,6,3,3,0,1512,0.5,1.0,0.0,0.5
15,Body/Design/Unit Locks Up-SA,4,0,4,3,1511,0.0,0.0,1.0,1.0
16,OS Compatibility/Android Compatibility-SA,5,1,4,3,1510,0.2,0.25,0.75,0.8
17,OS Compatibility/iOS Compatibility-SA,28,21,7,9,1481,0.75,0.7,0.3,0.25
18,OS Compatibility/Mac Compatibility-SA,65,47,18,5,1448,0.7230769230769231,0.9038461538461539,0.09615384615384616,0.27692307692307694
19,OS Compatibility/Windows Compatibility-SA,125,112,13,7,1386,0.896,0.9411764705882353,0.058823529411764705,0.104
20,OS Compatibility/Other OS Compatibility-SA,6,0,6,0,1512,NA,NA,NA,NA
21,OS Compatibility/Windows Mobile Compatibility-SA,0,0,0,0,1518,NA,NA,NA,NA
22,OS Compatibility/Non-Specific O.S. Compatibility-SA,3,0,3,0,1515,NA,NA,NA,NA
23,Print Quality/Color Print Quality-SA,56,31,25,19,1443,0.5535714285714286,0.62,0.38,0.44642857142857145
24,Print Quality/Overall Print Quality-SA,93,37,56,14,1411,0.3978494623655914,0.7254901960784313,0.27450980392156865,0.6021505376344086
25,Print Quality/Monochrome Print Quality-SA,25,14,11,48,1445,0.56,0.22580645161290322,0.7741935483870968,0.44
26,Print Quality/Print Speed-SA,56,45,11,64,1398,0.8035714285714286,0.41284403669724773,0.5871559633027523,0.19642857142857142
27,Print Quality/Borders/Margins-SA,4,0,4,0,1514,NA,NA,NA,NA
28,Print Quality/Duplex Printing-SA,19,2,17,5,1494,0.10526315789473684,0.2857142857142857,0.7142857142857143,0.8947368421052632
29,Print Quality/Print Banding-SA,1,0,1,2,1515,0.0,0.0,1.0,1.0
30,Print Quality/Print Permanence-SA,0,0,0,0,1518,NA,NA,NA,NA
31,Error Messages/Busy Message-SA,1,1,0,0,1517,1.0,1.0,0.0,0.0
32,Error Messages/Error 1007-SA,3,0,3,2,1513,0.0,0.0,1.0,1.0
33,Error Messages/Error 1008-SA,3,1,2,1,1514,0.3333333333333333,0.5,0.5,0.6666666666666666
34,Error Messages/Error 1403-SA,1,0,1,0,1517,NA,NA,NA,NA
35,Error Messages/Error 2500-SA,2,0,2,0,1516,NA,NA,NA,NA
36,Error Messages/Error 5011-SA,2,0,2,0,1516,NA,NA,NA,NA
37,Error Messages/Error 5100-SA,0,0,0,0,1518,NA,NA,NA,NA
38,Error Messages/Error 6000-SA,4,1,3,1,1513,0.25,0.5,0.5,0.75
39,Error Messages/Error 6001-SA,2,2,0,1,1515,1.0,0.6666666666666666,0.3333333333333333,0.0
40,Error Messages/Error B200-SA,15,9,6,3,1500,0.6,0.75,0.25,0.4
41,Error Messages/Error U052-SA,0,0,0,0,1518,NA,NA,NA,NA
42,Error Messages/Memory Card Error-SA,0,0,0,0,1518,NA,NA,NA,NA
