,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
0,Wireless Setup,225,204,21,27,1144,0.9066666666666666,0.8831168831168831,0.11688311688311688,0.09333333333333334
1,Wireless Connectivity,241,182,59,32,1123,0.7551867219917012,0.8504672897196262,0.14953271028037382,0.24481327800829875
2,Windows Compatibility,132,117,15,4,1260,0.8863636363636364,0.9669421487603306,0.03305785123966942,0.11363636363636363
3,Selling Price,84,66,18,19,1293,0.7857142857142857,0.7764705882352941,0.2235294117647059,0.21428571428571427
4,Paper Feed,81,63,18,22,1293,0.7777777777777778,0.7411764705882353,0.25882352941176473,0.2222222222222222
5,Overall Print Quality,121,90,31,51,1224,0.743801652892562,0.6382978723404256,0.3617021276595745,0.256198347107438
6,Non-specific/Unknown,109,92,17,4,1283,0.8440366972477065,0.9583333333333334,0.041666666666666664,0.1559633027522936
7,iOS Compatibility,105,87,18,7,1284,0.8285714285714286,0.925531914893617,0.07446808510638298,0.17142857142857143
8,Ink Consumption,123,89,34,20,1253,0.7235772357723578,0.8165137614678899,0.1834862385321101,0.2764227642276423
9,Competitor Product Comparison,87,73,14,6,1303,0.8390804597701149,0.9240506329113924,0.0759493670886076,0.16091954022988506
10,Audible Noise,90,78,12,56,1250,0.8666666666666667,0.582089552238806,0.417910447761194,0.13333333333333333
11,Overall Customer Service,76,66,10,11,1309,0.868421052631579,0.8571428571428571,0.14285714285714285,0.13157894736842105
12,Cloud Connectivity,44,26,18,9,1343,0.5909090909090909,0.7428571428571429,0.2571428571428571,0.4090909090909091
13,Paper Jam,31,22,9,2,1363,0.7096774193548387,0.9166666666666666,0.08333333333333333,0.2903225806451613
14,Color Print Quality,46,30,16,20,1330,0.6521739130434783,0.6,0.4,0.34782608695652173
15,Monochrome Print Quality,32,16,16,12,1352,0.5,0.5714285714285714,0.42857142857142855,0.5
16,Build Quality,78,49,29,20,1298,0.6282051282051282,0.7101449275362319,0.2898550724637681,0.3717948717948718
17,Print Speed,49,19,30,6,1341,0.3877551020408163,0.76,0.24,0.6122448979591837
18,CD/DVD Printing,8,0,8,0,1388,NA,NA,NA,NA
19,Initialization Speed,70,47,23,18,1308,0.6714285714285714,0.7230769230769231,0.27692307692307694,0.32857142857142857
20,Driver Performance,46,35,11,8,1342,0.7608695652173914,0.813953488372093,0.18604651162790697,0.2391304347826087
21,Overall,1878,1451,427,354,27084,0.7726304579339723,0.8038781163434903,0.1961218836565097,0.2273695420660277
