,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
0,Wireless Setup,225,200,25,35,1136,0.8888888888888888,0.851063829787234,0.14893617021276595,0.1111111111111111
1,Wireless Connectivity,241,158,83,27,1128,0.6556016597510373,0.8540540540540541,0.14594594594594595,0.34439834024896265
2,Windows Compatibility,132,103,29,3,1261,0.7803030303030303,0.9716981132075472,0.02830188679245283,0.2196969696969697
3,Selling Price,84,67,17,23,1289,0.7976190476190477,0.7444444444444445,0.25555555555555554,0.20238095238095238
4,Paper Feed,81,65,16,54,1261,0.8024691358024691,0.5462184873949579,0.453781512605042,0.19753086419753085
5,Overall Print Quality,121,83,38,45,1230,0.6859504132231405,0.6484375,0.3515625,0.3140495867768595
6,Non-specific/Unknown,109,79,30,5,1282,0.7247706422018348,0.9404761904761905,0.05952380952380952,0.27522935779816515
7,iOS Compatibility,105,14,91,0,1291,0.13333333333333333,1.0,0.0,0.8666666666666667
8,Ink Consumption,123,88,35,16,1257,0.7154471544715447,0.8461538461538461,0.15384615384615385,0.2845528455284553
9,Competitor Product Comparison,87,72,15,4,1305,0.8275862068965517,0.9473684210526315,0.05263157894736842,0.1724137931034483
10,Audible Noise,90,74,16,63,1243,0.8222222222222222,0.5401459854014599,0.45985401459854014,0.17777777777777778
11,Overall Customer Service,76,60,16,15,1305,0.7894736842105263,0.8,0.2,0.21052631578947367
12,Cloud Connectivity,44,21,23,6,1346,0.4772727272727273,0.7777777777777778,0.2222222222222222,0.5227272727272727
13,Paper Jam,31,22,9,36,1329,0.7096774193548387,0.3793103448275862,0.6206896551724138,0.2903225806451613
14,Color Print Quality,46,23,23,7,1343,0.5,0.7666666666666667,0.23333333333333334,0.5
15,Monochrome Print Quality,32,18,14,19,1345,0.5625,0.4864864864864865,0.5135135135135135,0.4375
16,Build Quality,78,50,28,45,1273,0.6410256410256411,0.5263157894736842,0.47368421052631576,0.358974358974359
17,Print Speed,49,23,26,15,1332,0.46938775510204084,0.6052631578947368,0.39473684210526316,0.5306122448979592
18,CD/DVD Printing,8,2,6,11,1377,0.25,0.15384615384615385,0.8461538461538461,0.75
19,Initialization Speed,70,50,20,25,1301,0.7142857142857143,0.6666666666666666,0.3333333333333333,0.2857142857142857
20,Driver Performance,46,30,16,3,1347,0.6521739130434783,0.9090909090909091,0.09090909090909091,0.34782608695652173
21,Overall,1878,1302,576,457,26981,0.6932907348242812,0.740193291642979,0.259806708357021,0.30670926517571884
