,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
0,Data Transfer/Transmission/Wireless Range-SA/Positive,1,0,1,0,1517,NA,NA,NA,NA
1,Data Transfer/Transmission/Wireless Range-SA/Negative,2,0,2,0,1516,NA,NA,NA,NA
2,Data Transfer/Transmission/Wireless Range-SA/Neutral,1,0,1,0,1517,NA,NA,NA,NA
3,Data Transfer/Transmission/Cloud Connectivity-SA/Positive,15,0,15,0,1503,NA,NA,NA,NA
4,Data Transfer/Transmission/Cloud Connectivity-SA/Negative,12,3,9,0,1506,0.25,1.0,0.0,0.75
5,Data Transfer/Transmission/Cloud Connectivity-SA/Neutral,12,9,3,11,1495,0.75,0.45,0.55,0.25
6,Data Transfer/Transmission/Wireless Connectivity-SA/Positive,45,6,39,3,1470,0.13333333333333333,0.6666666666666666,0.3333333333333333,0.8666666666666667
7,Data Transfer/Transmission/Wireless Connectivity-SA/Negative,94,42,52,23,1401,0.44680851063829785,0.6461538461538462,0.35384615384615387,0.5531914893617021
8,Data Transfer/Transmission/Wireless Connectivity-SA/Neutral,100,51,49,41,1377,0.51,0.5543478260869565,0.44565217391304346,0.49
9,Data Transfer/Transmission/Wireless Setup-SA/Positive,60,43,17,13,1445,0.7166666666666667,0.7678571428571429,0.23214285714285715,0.2833333333333333
10,Data Transfer/Transmission/Wireless Setup-SA/Negative,27,7,20,2,1489,0.25925925925925924,0.7777777777777778,0.2222222222222222,0.7407407407407407
11,Data Transfer/Transmission/Wireless Setup-SA/Neutral,100,58,42,35,1383,0.58,0.6236559139784946,0.3763440860215054,0.42
12,Data Transfer/Transmission/Data Transfer Error-SA/Positive,0,0,0,0,1518,NA,NA,NA,NA
13,Data Transfer/Transmission/Data Transfer Error-SA/Negative,19,4,15,26,1473,0.21052631578947367,0.13333333333333333,0.8666666666666667,0.7894736842105263
14,Data Transfer/Transmission/Data Transfer Error-SA/Neutral,1,0,1,0,1517,NA,NA,NA,NA
15,Body/Design/Ergonomics -SA/Positive,4,0,4,0,1514,NA,NA,NA,NA
16,Body/Design/Ergonomics -SA/Negative,5,0,5,0,1513,NA,NA,NA,NA
17,Body/Design/Ergonomics -SA/Neutral,3,0,3,0,1515,NA,NA,NA,NA
18,Overall,501,223,278,154,26669,0.44510978043912175,0.5915119363395226,0.40848806366047746,0.5548902195608783
