,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
0,Data Transfer/Transmission/Wireless Range-SA,4,0,4,0,1514,NA,NA,NA,NA
1,Data Transfer/Transmission/Cloud Connectivity-SA,39,14,25,6,1473,0.358974358974359,0.7,0.3,0.6410256410256411
2,Data Transfer/Transmission/Wireless Connectivity-SA,235,178,57,34,1249,0.7574468085106383,0.839622641509434,0.16037735849056603,0.2425531914893617
3,Data Transfer/Transmission/Wireless Setup-SA,186,132,54,19,1313,0.7096774193548387,0.8741721854304636,0.12582781456953643,0.2903225806451613
4,Data Transfer/Transmission/Data Transfer Error-SA,20,10,10,71,1427,0.5,0.12345679012345678,0.8765432098765432,0.5
5,Body/Design/Ergonomics -SA,12,2,10,3,1503,0.16666666666666666,0.4,0.6,0.8333333333333334
6,Body/Design/I/O Port(s)-SA,1,0,1,0,1517,NA,NA,NA,NA
7,Body/Design/Size-SA,52,27,25,8,1458,0.5192307692307693,0.7714285714285715,0.22857142857142856,0.4807692307692308
8,Body/Design/Weight-SA,9,0,9,2,1507,0.0,0.0,1.0,1.0
9,Body/Design/Controls/Buttons-SA,6,0,6,0,1512,NA,NA,NA,NA
10,Body/Design/Power On/Off-SA,8,2,6,3,1507,0.25,0.4,0.6,0.75
11,Body/Design/Initialization Speed-SA,72,47,25,30,1416,0.6527777777777778,0.6103896103896104,0.38961038961038963,0.3472222222222222
12,Body/Design/Build Quality-SA,67,31,36,48,1403,0.4626865671641791,0.3924050632911392,0.6075949367088608,0.5373134328358209
13,Body/Design/Audible Noise-SA,103,66,37,5,1410,0.6407766990291263,0.9295774647887324,0.07042253521126761,0.3592233009708738
14,Body/Design/Indicator Light-SA,6,3,3,0,1512,0.5,1.0,0.0,0.5
15,Body/Design/Unit Locks Up-SA,4,0,4,1,1513,0.0,0.0,1.0,1.0
16,OS Compatibility/Android Compatibility-SA,5,1,4,0,1513,0.2,1.0,0.0,0.8
17,OS Compatibility/iOS Compatibility-SA,28,18,10,0,1490,0.6428571428571429,1.0,0.0,0.35714285714285715
18,OS Compatibility/Mac Compatibility-SA,65,48,17,4,1449,0.7384615384615385,0.9230769230769231,0.07692307692307693,0.26153846153846155
19,OS Compatibility/Windows Compatibility-SA,125,112,13,2,1391,0.896,0.9824561403508771,0.017543859649122806,0.104
20,OS Compatibility/Other OS Compatibility-SA,6,0,6,1,1511,0.0,0.0,1.0,1.0
21,OS Compatibility/Windows Mobile Compatibility-SA,0,0,0,0,1518,NA,NA,NA,NA
22,OS Compatibility/Non-Specific O.S. Compatibility-SA,3,0,3,0,1515,NA,NA,NA,NA
23,Print Quality/Color Print Quality-SA,56,38,18,24,1438,0.6785714285714286,0.6129032258064516,0.3870967741935484,0.32142857142857145
24,Print Quality/Overall Print Quality-SA,93,57,36,36,1389,0.6129032258064516,0.6129032258064516,0.3870967741935484,0.3870967741935484
25,Print Quality/Monochrome Print Quality-SA,25,7,18,3,1490,0.28,0.7,0.3,0.72
26,Print Quality/Print Speed-SA,56,42,14,34,1428,0.75,0.5526315789473685,0.4473684210526316,0.25
27,Print Quality/Borders/Margins-SA,4,0,4,0,1514,NA,NA,NA,NA
28,Print Quality/Duplex Printing-SA,19,6,13,5,1494,0.3157894736842105,0.5454545454545454,0.45454545454545453,0.6842105263157895
29,Print Quality/Print Banding-SA,1,0,1,4,1513,0.0,0.0,1.0,1.0
30,Print Quality/Print Permanence-SA,0,0,0,0,1518,NA,NA,NA,NA
31,Error Messages/Busy Message-SA,1,1,0,0,1517,1.0,1.0,0.0,0.0
32,Error Messages/Error 1007-SA,3,0,3,0,1515,NA,NA,NA,NA
33,Error Messages/Error 1008-SA,3,0,3,0,1515,NA,NA,NA,NA
34,Error Messages/Error 1403-SA,1,0,1,1,1516,0.0,0.0,1.0,1.0
35,Error Messages/Error 2500-SA,2,0,2,0,1516,NA,NA,NA,NA
36,Error Messages/Error 5011-SA,2,0,2,0,1516,NA,NA,NA,NA
37,Error Messages/Error 5100-SA,0,0,0,1,1517,NA,NA,NA,NA
38,Error Messages/Error 6000-SA,4,2,2,1,1513,0.5,0.6666666666666666,0.3333333333333333,0.5
39,Error Messages/Error 6001-SA,2,0,2,0,1516,NA,NA,NA,NA
40,Error Messages/Error B200-SA,15,10,5,2,1501,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.3333333333333333
41,Error Messages/Error U052-SA,0,0,0,0,1518,NA,NA,NA,NA
42,Error Messages/Memory Card Error-SA,0,0,0,0,1518,NA,NA,NA,NA
43,Error Messages/Non-specific/Unknown-SA,64,35,29,10,1444,0.546875,0.7777777777777778,0.2222222222222222,0.453125
44,Error Messages/Scanner Error-SA,6,3,3,1,1511,0.5,0.75,0.25,0.5
45,Error Messages/Unrecognized Ink Tank-SA,1,0,1,0,1517,NA,NA,NA,NA
46,Error Messages/Paper Jam-SA,38,31,7,18,1462,0.8157894736842105,0.6326530612244898,0.3673469387755102,0.18421052631578946
47,Ink/Ink Consumption-SA,85,63,22,26,1407,0.7411764705882353,0.7078651685393258,0.29213483146067415,0.25882352941176473
48,Ink/Clogged Nozzles-SA,5,0,5,3,1510,0.0,0.0,1.0,1.0
49,Ink/Bad Chip-SA,2,0,2,0,1516,NA,NA,NA,NA
50,Ink/Ink Tank Capacity-SA,12,3,9,5,1501,0.25,0.375,0.625,0.75
51,Ink/Ink Level Warning-SA,9,4,5,14,1495,0.4444444444444444,0.2222222222222222,0.7777777777777778,0.5555555555555556
52,Printing Media/Paper Feed-SA,89,65,24,25,1404,0.7303370786516854,0.7222222222222222,0.2777777777777778,0.2696629213483146
53,Printing Media/CD/DVD Printing-SA,20,9,11,3,1495,0.45,0.75,0.25,0.55
