,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
0,Wireless Setup,225,175,50,5,1166,0.7777777777777778,0.9722222222222222,0.027777777777777776,0.2222222222222222
1,Wireless Connectivity,241,214,27,56,1099,0.8879668049792531,0.7925925925925926,0.2074074074074074,0.11203319502074689
2,Windows Compatibility,132,119,13,3,1261,0.9015151515151515,0.9754098360655737,0.02459016393442623,0.09848484848484848
3,Selling Price,84,45,39,24,1288,0.5357142857142857,0.6521739130434783,0.34782608695652173,0.4642857142857143
4,Paper Feed,81,56,25,21,1294,0.691358024691358,0.7272727272727273,0.2727272727272727,0.30864197530864196
5,Overall Print Quality,121,76,45,36,1239,0.628099173553719,0.6785714285714286,0.32142857142857145,0.371900826446281
6,Non-specific/Unknown,109,80,29,23,1264,0.7339449541284404,0.7766990291262136,0.22330097087378642,0.26605504587155965
7,iOS Compatibility,105,94,11,15,1276,0.8952380952380953,0.8623853211009175,0.13761467889908258,0.10476190476190476
8,Ink Consumption,123,101,22,21,1252,0.8211382113821138,0.8278688524590164,0.1721311475409836,0.17886178861788618
9,Competitor Product Comparison,87,75,12,7,1302,0.8620689655172413,0.9146341463414634,0.08536585365853659,0.13793103448275862
10,Audible Noise,90,33,57,13,1293,0.36666666666666664,0.717391304347826,0.2826086956521739,0.6333333333333333
11,Overall Customer Service,76,47,29,4,1316,0.618421052631579,0.9215686274509803,0.0784313725490196,0.3815789473684211
12,Cloud Connectivity,44,33,11,33,1319,0.75,0.5,0.5,0.25
13,Paper Jam,31,24,7,11,1354,0.7741935483870968,0.6857142857142857,0.3142857142857143,0.22580645161290322
14,Color Print Quality,46,13,33,10,1340,0.2826086956521739,0.5652173913043478,0.43478260869565216,0.717391304347826
15,Monochrome Print Quality,32,13,19,5,1359,0.40625,0.7222222222222222,0.2777777777777778,0.59375
16,Build Quality,78,31,47,34,1284,0.3974358974358974,0.47692307692307695,0.5230769230769231,0.6025641025641025
17,Print Speed,49,31,18,34,1313,0.6326530612244898,0.47692307692307695,0.5230769230769231,0.3673469387755102
18,CD/DVD Printing,8,0,8,2,1386,0.0,0.0,1.0,1.0
19,Initialization Speed,70,37,33,19,1307,0.5285714285714286,0.6607142857142857,0.3392857142857143,0.4714285714285714
20,Driver Performance,46,25,21,4,1346,0.5434782608695652,0.8620689655172413,0.13793103448275862,0.45652173913043476
21,Overall,1878,1322,556,380,27058,0.7039403620873269,0.7767332549941246,0.22326674500587543,0.29605963791267303
