,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
0,Wireless Setup,225,209,16,27,1144,0.9288888888888889,0.885593220338983,0.11440677966101695,0.07111111111111111
1,Wireless Connectivity,241,196,45,54,1101,0.8132780082987552,0.784,0.216,0.18672199170124482
2,Windows Compatibility,132,117,15,2,1262,0.8863636363636364,0.9831932773109243,0.01680672268907563,0.11363636363636363
3,Selling Price,84,69,15,12,1300,0.8214285714285714,0.8518518518518519,0.14814814814814814,0.17857142857142858
4,Paper Feed,81,59,22,16,1299,0.7283950617283951,0.7866666666666666,0.21333333333333335,0.2716049382716049
5,Overall Print Quality,121,85,36,33,1242,0.7024793388429752,0.7203389830508474,0.2796610169491525,0.2975206611570248
6,Non-specific/Unknown,109,95,14,6,1281,0.8715596330275229,0.9405940594059405,0.0594059405940594,0.12844036697247707
7,iOS Compatibility,105,97,8,15,1276,0.9238095238095239,0.8660714285714286,0.13392857142857142,0.0761904761904762
8,Ink Consumption,123,99,24,26,1247,0.8048780487804879,0.792,0.208,0.1951219512195122
9,Competitor Product Comparison,87,80,7,2,1307,0.9195402298850575,0.975609756097561,0.024390243902439025,0.08045977011494253
10,Audible Noise,90,67,23,5,1301,0.7444444444444445,0.9305555555555556,0.06944444444444445,0.25555555555555554
11,Overall Customer Service,76,66,10,7,1313,0.868421052631579,0.9041095890410958,0.0958904109589041,0.13157894736842105
12,Cloud Connectivity,44,25,19,3,1349,0.5681818181818182,0.8928571428571429,0.10714285714285714,0.4318181818181818
13,Paper Jam,31,18,13,5,1360,0.5806451612903226,0.782608695652174,0.21739130434782608,0.41935483870967744
14,Color Print Quality,46,24,22,18,1332,0.5217391304347826,0.5714285714285714,0.42857142857142855,0.4782608695652174
15,Monochrome Print Quality,32,16,16,14,1350,0.5,0.5333333333333333,0.4666666666666667,0.5
16,Build Quality,78,53,25,45,1273,0.6794871794871795,0.5408163265306123,0.45918367346938777,0.32051282051282054
17,Print Speed,49,29,20,43,1304,0.5918367346938775,0.4027777777777778,0.5972222222222222,0.40816326530612246
18,CD/DVD Printing,8,1,7,3,1385,0.125,0.25,0.75,0.875
19,Initialization Speed,70,46,24,14,1312,0.6571428571428571,0.7666666666666667,0.23333333333333334,0.34285714285714286
20,Driver Performance,46,34,12,8,1342,0.7391304347826086,0.8095238095238095,0.19047619047619047,0.2608695652173913
21,Overall,1878,1485,393,358,27080,0.7907348242811502,0.8057514921323928,0.19424850786760717,0.20926517571884984
