,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
0,Wireless Setup,225,203,22,32,1139,0.9022222222222223,0.8638297872340426,0.13617021276595745,0.09777777777777778
1,Wireless Connectivity,241,182,59,57,1098,0.7551867219917012,0.7615062761506276,0.2384937238493724,0.24481327800829875
2,Windows Compatibility,132,110,22,7,1257,0.8333333333333334,0.9401709401709402,0.05982905982905983,0.16666666666666666
3,Selling Price,84,63,21,17,1295,0.75,0.7875,0.2125,0.25
4,Paper Feed,81,59,22,12,1303,0.7283950617283951,0.8309859154929577,0.16901408450704225,0.2716049382716049
5,Overall Print Quality,121,87,34,40,1235,0.71900826446281,0.6850393700787402,0.31496062992125984,0.2809917355371901
6,Non-specific/Unknown,109,87,22,14,1273,0.7981651376146789,0.8613861386138614,0.13861386138613863,0.2018348623853211
7,iOS Compatibility,105,73,32,2,1289,0.6952380952380952,0.9733333333333334,0.02666666666666667,0.3047619047619048
8,Ink Consumption,123,95,28,24,1249,0.7723577235772358,0.7983193277310925,0.20168067226890757,0.22764227642276422
9,Competitor Product Comparison,87,67,20,3,1306,0.7701149425287356,0.9571428571428572,0.04285714285714286,0.22988505747126436
10,Audible Noise,90,64,26,4,1302,0.7111111111111111,0.9411764705882353,0.058823529411764705,0.28888888888888886
11,Overall Customer Service,76,66,10,11,1309,0.868421052631579,0.8571428571428571,0.14285714285714285,0.13157894736842105
12,Cloud Connectivity,44,25,19,4,1348,0.5681818181818182,0.8620689655172413,0.13793103448275862,0.4318181818181818
13,Paper Jam,31,20,11,8,1357,0.6451612903225806,0.7142857142857143,0.2857142857142857,0.3548387096774194
14,Color Print Quality,46,26,20,19,1331,0.5652173913043478,0.5777777777777777,0.4222222222222222,0.43478260869565216
15,Monochrome Print Quality,32,21,11,10,1354,0.65625,0.6774193548387096,0.3225806451612903,0.34375
16,Build Quality,78,46,32,19,1299,0.5897435897435898,0.7076923076923077,0.2923076923076923,0.41025641025641024
17,Print Speed,49,27,22,12,1335,0.5510204081632653,0.6923076923076923,0.3076923076923077,0.4489795918367347
18,CD/DVD Printing,8,0,8,1,1387,0.0,0.0,1.0,1.0
19,Initialization Speed,70,40,30,19,1307,0.5714285714285714,0.6779661016949152,0.3220338983050847,0.42857142857142855
20,Driver Performance,46,32,14,10,1340,0.6956521739130435,0.7619047619047619,0.23809523809523808,0.30434782608695654
21,Overall,1878,1393,485,325,27113,0.7417465388711395,0.810826542491269,0.18917345750873107,0.2582534611288605
