,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
0,Data Transfer/Transmission/Wireless Range-SA,4,0,4,0,1514,NA,NA,NA,NA
1,Data Transfer/Transmission/Cloud Connectivity-SA,39,3,36,2,1477,0.07692307692307693,0.6,0.4,0.9230769230769231
2,Data Transfer/Transmission/Wireless Connectivity-SA,235,196,39,101,1182,0.8340425531914893,0.6599326599326599,0.3400673400673401,0.16595744680851063
3,Data Transfer/Transmission/Wireless Setup-SA,186,57,129,7,1325,0.3064516129032258,0.890625,0.109375,0.6935483870967742
4,Data Transfer/Transmission/Data Transfer Error-SA,20,0,20,0,1498,NA,NA,NA,NA
5,Body/Design/Ergonomics -SA,12,0,12,0,1506,NA,NA,NA,NA
6,Body/Design/I/O Port(s)-SA,1,0,1,0,1517,NA,NA,NA,NA
7,Body/Design/Size-SA,52,0,52,0,1466,NA,NA,NA,NA
8,Body/Design/Weight-SA,9,0,9,0,1509,NA,NA,NA,NA
9,Body/Design/Controls/Buttons-SA,6,0,6,0,1512,NA,NA,NA,NA
10,Body/Design/Power On/Off-SA,8,0,8,0,1510,NA,NA,NA,NA
11,Body/Design/Initialization Speed-SA,72,0,72,0,1446,NA,NA,NA,NA
12,Body/Design/Build Quality-SA,67,0,67,0,1451,NA,NA,NA,NA
13,Body/Design/Audible Noise-SA,103,0,103,0,1415,NA,NA,NA,NA
14,Body/Design/Indicator Light-SA,6,0,6,0,1512,NA,NA,NA,NA
15,Body/Design/Unit Locks Up-SA,4,0,4,0,1514,NA,NA,NA,NA
16,OS Compatibility/Android Compatibility-SA,5,0,5,0,1513,NA,NA,NA,NA
17,OS Compatibility/iOS Compatibility-SA,28,8,20,5,1485,0.2857142857142857,0.6153846153846154,0.38461538461538464,0.7142857142857143
18,OS Compatibility/Mac Compatibility-SA,65,9,56,3,1450,0.13846153846153847,0.75,0.25,0.8615384615384616
19,OS Compatibility/Windows Compatibility-SA,125,91,34,19,1374,0.728,0.8272727272727273,0.17272727272727273,0.272
20,OS Compatibility/Other OS Compatibility-SA,6,0,6,0,1512,NA,NA,NA,NA
21,OS Compatibility/Windows Mobile Compatibility-SA,0,0,0,0,1518,NA,NA,NA,NA
22,OS Compatibility/Non-Specific O.S. Compatibility-SA,3,0,3,0,1515,NA,NA,NA,NA
23,Print Quality/Color Print Quality-SA,56,0,56,0,1462,NA,NA,NA,NA
24,Print Quality/Overall Print Quality-SA,93,0,93,0,1425,NA,NA,NA,NA
25,Print Quality/Monochrome Print Quality-SA,25,0,25,0,1493,NA,NA,NA,NA
26,Print Quality/Print Speed-SA,56,0,56,0,1462,NA,NA,NA,NA
27,Print Quality/Borders/Margins-SA,4,0,4,0,1514,NA,NA,NA,NA
28,Print Quality/Duplex Printing-SA,19,0,19,0,1499,NA,NA,NA,NA
29,Print Quality/Print Banding-SA,1,0,1,0,1517,NA,NA,NA,NA
30,Print Quality/Print Permanence-SA,0,0,0,0,1518,NA,NA,NA,NA
31,Error Messages/Busy Message-SA,1,0,1,0,1517,NA,NA,NA,NA
32,Error Messages/Error 1007-SA,3,0,3,0,1515,NA,NA,NA,NA
33,Error Messages/Error 1008-SA,3,0,3,0,1515,NA,NA,NA,NA
34,Error Messages/Error 1403-SA,1,0,1,0,1517,NA,NA,NA,NA
35,Error Messages/Error 2500-SA,2,0,2,0,1516,NA,NA,NA,NA
36,Error Messages/Error 5011-SA,2,0,2,0,1516,NA,NA,NA,NA
37,Error Messages/Error 5100-SA,0,0,0,0,1518,NA,NA,NA,NA
38,Error Messages/Error 6000-SA,4,0,4,0,1514,NA,NA,NA,NA
39,Error Messages/Error 6001-SA,2,0,2,0,1516,NA,NA,NA,NA
40,Error Messages/Error B200-SA,15,0,15,0,1503,NA,NA,NA,NA
41,Error Messages/Error U052-SA,0,0,0,0,1518,NA,NA,NA,NA
42,Error Messages/Memory Card Error-SA,0,0,0,0,1518,NA,NA,NA,NA
43,Error Messages/Non-specific/Unknown-SA,64,7,57,4,1450,0.109375,0.6363636363636364,0.36363636363636365,0.890625
44,Error Messages/Scanner Error-SA,6,0,6,0,1512,NA,NA,NA,NA
45,Error Messages/Unrecognized Ink Tank-SA,1,0,1,0,1517,NA,NA,NA,NA
46,Error Messages/Paper Jam-SA,38,0,38,0,1480,NA,NA,NA,NA
47,Ink/Ink Consumption-SA,85,1,84,1,1432,0.011764705882352941,0.5,0.5,0.9882352941176471
48,Ink/Clogged Nozzles-SA,5,0,5,0,1513,NA,NA,NA,NA
49,Ink/Bad Chip-SA,2,0,2,0,1516,NA,NA,NA,NA
50,Ink/Ink Tank Capacity-SA,12,0,12,0,1506,NA,NA,NA,NA
51,Ink/Ink Level Warning-SA,9,0,9,0,1509,NA,NA,NA,NA
52,Printing Media/Paper Feed-SA,89,29,60,7,1422,0.3258426966292135,0.8055555555555556,0.19444444444444445,0.6741573033707865
53,Printing Media/CD/DVD Printing-SA,20,0,20,0,1498,NA,NA,NA,NA
54,Printing Media/Media Size-SA,4,0,4,0,1514,NA,NA,NA,NA
55,Retail Experience/Selling Price-SA,109,23,86,7,1402,0.21100917431192662,0.7666666666666667,0.23333333333333334,0.7889908256880734
56,Customer Care/Agent Follow Up-SA,2,0,2,0,1516,NA,NA,NA,NA
57,Customer Care/Agent Knowledge-SA,14,0,14,0,1504,NA,NA,NA,NA
58,Customer Care/Email Support-SA,4,0,4,0,1514,NA,NA,NA,NA
59,Customer Care/Hours of Operation-SA,3,0,3,0,1515,NA,NA,NA,NA
60,Customer Care/Warranty Terms-SA,1,0,1,0,1517,NA,NA,NA,NA
61,Customer Care/Agent Courtesy-SA,6,0,6,0,1512,NA,NA,NA,NA
62,Customer Care/Non-Canon Repair Service-SA,0,0,0,0,1518,NA,NA,NA,NA
63,Customer Care/Non-Canon Support Service-SA,1,0,1,0,1517,NA,NA,NA,NA
64,Customer Care/Repair Cost Quote/Fee-SA,1,0,1,0,1517,NA,NA,NA,NA
65,Customer Care/Repair Shipping-SA,0,0,0,0,1518,NA,NA,NA,NA
66,Customer Care/Repair Turnaround Time-SA,0,0,0,0,1518,NA,NA,NA,NA
67,Customer Care/Canon Direct Customer Service-SA,1,0,1,0,1517,NA,NA,NA,NA
68,Customer Care/Service Replacement System-SA,0,0,0,0,1518,NA,NA,NA,NA
69,Customer Care/3rd Party Extended-SA,1,0,1,0,1517,NA,NA,NA,NA
70,Customer Care/Loyalty Program-SA,1,0,1,0,1517,NA,NA,NA,NA
71,Customer Care/Overall Customer Service-SA,54,3,51,4,1460,0.05555555555555555,0.42857142857142855,0.5714285714285714,0.9444444444444444
72,Software/3rd Party Software-SA,2,0,2,0,1516,NA,NA,NA,NA
73,Software/Driver Performance-SA,12,0,12,0,1506,NA,NA,NA,NA
74,Product Documentation/Documentation Clarity-SA,16,0,16,0,1502,NA,NA,NA,NA
75,Product Documentation/Documentation Format-SA,9,0,9,0,1509,NA,NA,NA,NA
76,Feature Request/Paper Feed Options-SA,20,0,20,0,1498,NA,NA,NA,NA
77,Feature Request/Touchscreen-SA,1,0,1,0,1517,NA,NA,NA,NA
78,Feature Request/Photo Editing Function-SA,0,0,0,0,1518,NA,NA,NA,NA
79,Settings & Modes/Sleep/Power Save Mode-SA,4,0,4,0,1514,NA,NA,NA,NA
80,LCD/LCD Dead-SA,0,0,0,0,1518,NA,NA,NA,NA
81,LCD/LCD Visibility-SA,1,0,1,0,1517,NA,NA,NA,NA
82,Software Function/Usability: Interface-SA,0,0,0,0,1518,NA,NA,NA,NA
83,Software Function/Usability: Workflow-SA,1,0,1,0,1517,NA,NA,NA,NA
84,Accessories/3rd Party Accessories-SA,1,0,1,0,1517,NA,NA,NA,NA
85,Software Installation/Android Installation-SA,1,0,1,0,1517,NA,NA,NA,NA
86,Software Installation/PC Installation-SA,1,0,1,0,1517,NA,NA,NA,NA
87,Fax/Scan Function/Fax/Scan Operation-SA,96,0,96,0,1422,NA,NA,NA,NA
88,Fax/Scan Function/Fax/Scan Quality-SA,7,0,7,0,1511,NA,NA,NA,NA
89,Fax/Scan Function/Fax/Scan Speed-SA,4,0,4,0,1514,NA,NA,NA,NA
90,Safety/Burnt Smell-SA,0,0,0,0,1518,NA,NA,NA,NA
91,Memory/Media/Media Compatibility-SA,0,0,0,0,1518,NA,NA,NA,NA
92,Features & Functions/Menu Functions-SA,57,0,57,0,1461,NA,NA,NA,NA
93,Overall,2109,427,1682,160,138905,0.2024656235182551,0.727427597955707,0.272572402044293,0.7975343764817449
