,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
0,Wireless Setup,225,200,25,18,1153,0.8888888888888888,0.9174311926605505,0.08256880733944955,0.1111111111111111
1,Wireless Connectivity,241,192,49,44,1111,0.7966804979253111,0.8135593220338984,0.1864406779661017,0.2033195020746888
2,Windows Compatibility,132,122,10,2,1262,0.9242424242424242,0.9838709677419355,0.016129032258064516,0.07575757575757576
3,Selling Price,84,60,24,9,1303,0.7142857142857143,0.8695652173913043,0.13043478260869565,0.2857142857142857
4,Paper Feed,81,58,23,13,1302,0.7160493827160493,0.8169014084507042,0.18309859154929578,0.2839506172839506
5,Overall Print Quality,121,83,38,22,1253,0.6859504132231405,0.7904761904761904,0.20952380952380953,0.3140495867768595
6,Non-specific/Unknown,109,91,18,4,1283,0.8348623853211009,0.9578947368421052,0.042105263157894736,0.1651376146788991
7,iOS Compatibility,105,90,15,11,1280,0.8571428571428571,0.8910891089108911,0.10891089108910891,0.14285714285714285
8,Ink Consumption,123,87,36,17,1256,0.7073170731707317,0.8365384615384616,0.16346153846153846,0.2926829268292683
9,Competitor Product Comparison,87,69,18,2,1307,0.7931034482758621,0.971830985915493,0.028169014084507043,0.20689655172413793
10,Audible Noise,90,58,32,3,1303,0.6444444444444445,0.9508196721311475,0.04918032786885246,0.35555555555555557
11,Overall Customer Service,76,67,9,17,1303,0.881578947368421,0.7976190476190477,0.20238095238095238,0.11842105263157894
12,Cloud Connectivity,44,32,12,9,1343,0.7272727272727273,0.7804878048780488,0.21951219512195122,0.2727272727272727
13,Paper Jam,31,22,9,5,1360,0.7096774193548387,0.8148148148148148,0.18518518518518517,0.2903225806451613
14,Color Print Quality,46,31,15,22,1328,0.6739130434782609,0.5849056603773585,0.41509433962264153,0.32608695652173914
15,Monochrome Print Quality,32,11,21,2,1362,0.34375,0.8461538461538461,0.15384615384615385,0.65625
16,Build Quality,78,12,66,2,1316,0.15384615384615385,0.8571428571428571,0.14285714285714285,0.8461538461538461
17,Print Speed,49,27,22,11,1336,0.5510204081632653,0.7105263157894737,0.2894736842105263,0.4489795918367347
18,CD/DVD Printing,8,0,8,2,1386,0.0,0.0,1.0,1.0
19,Initialization Speed,70,55,15,28,1298,0.7857142857142857,0.6626506024096386,0.3373493975903614,0.21428571428571427
20,Driver Performance,46,30,16,15,1335,0.6521739130434783,0.6666666666666666,0.3333333333333333,0.34782608695652173
21,Overall,1878,1397,481,258,27180,0.7438764643237487,0.8441087613293051,0.15589123867069488,0.25612353567625135
