,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
0,Data Transfer/Transmission/Wireless Range-SA,4,0,4,2,1512,0.0,0.0,1.0,1.0
1,Data Transfer/Transmission/Cloud Connectivity-SA,39,26,13,18,1461,0.6666666666666666,0.5909090909090909,0.4090909090909091,0.3333333333333333
2,Data Transfer/Transmission/Wireless Connectivity-SA,235,177,58,45,1238,0.7531914893617021,0.7972972972972973,0.20270270270270271,0.24680851063829787
3,Data Transfer/Transmission/Wireless Setup-SA,186,148,38,29,1303,0.7956989247311828,0.8361581920903954,0.1638418079096045,0.20430107526881722
4,Data Transfer/Transmission/Data Transfer Error-SA,20,5,15,21,1477,0.25,0.19230769230769232,0.8076923076923077,0.75
5,Body/Design/Ergonomics -SA,12,3,9,5,1501,0.25,0.375,0.625,0.75
6,Body/Design/I/O Port(s)-SA,1,0,1,0,1517,NA,NA,NA,NA
7,Body/Design/Size-SA,52,31,21,35,1431,0.5961538461538461,0.4696969696969697,0.5303030303030303,0.40384615384615385
8,Body/Design/Weight-SA,9,6,3,9,1500,0.6666666666666666,0.4,0.6,0.3333333333333333
9,Body/Design/Controls/Buttons-SA,6,0,6,0,1512,NA,NA,NA,NA
10,Body/Design/Power On/Off-SA,8,1,7,0,1510,0.125,1.0,0.0,0.875
11,Body/Design/Initialization Speed-SA,72,42,30,16,1430,0.5833333333333334,0.7241379310344828,0.27586206896551724,0.4166666666666667
12,Body/Design/Build Quality-SA,67,12,55,4,1447,0.1791044776119403,0.75,0.25,0.8208955223880597
13,Body/Design/Audible Noise-SA,103,70,33,10,1405,0.6796116504854369,0.875,0.125,0.32038834951456313
14,Body/Design/Indicator Light-SA,6,2,4,1,1511,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666
15,Body/Design/Unit Locks Up-SA,4,0,4,2,1512,0.0,0.0,1.0,1.0
16,OS Compatibility/Android Compatibility-SA,5,0,5,0,1513,NA,NA,NA,NA
17,OS Compatibility/iOS Compatibility-SA,28,22,6,12,1478,0.7857142857142857,0.6470588235294118,0.35294117647058826,0.21428571428571427
18,OS Compatibility/Mac Compatibility-SA,65,50,15,5,1448,0.7692307692307693,0.9090909090909091,0.09090909090909091,0.23076923076923078
19,OS Compatibility/Windows Compatibility-SA,125,106,19,7,1386,0.848,0.9380530973451328,0.061946902654867256,0.152
20,OS Compatibility/Other OS Compatibility-SA,6,0,6,0,1512,NA,NA,NA,NA
21,OS Compatibility/Windows Mobile Compatibility-SA,0,0,0,0,1518,NA,NA,NA,NA
22,OS Compatibility/Non-Specific O.S. Compatibility-SA,3,0,3,1,1514,0.0,0.0,1.0,1.0
23,Print Quality/Color Print Quality-SA,56,37,19,44,1418,0.6607142857142857,0.4567901234567901,0.5432098765432098,0.3392857142857143
24,Print Quality/Overall Print Quality-SA,93,44,49,25,1400,0.4731182795698925,0.6376811594202898,0.36231884057971014,0.5268817204301075
25,Print Quality/Monochrome Print Quality-SA,25,10,15,9,1484,0.4,0.5263157894736842,0.47368421052631576,0.6
26,Print Quality/Print Speed-SA,56,43,13,39,1423,0.7678571428571429,0.524390243902439,0.47560975609756095,0.23214285714285715
27,Print Quality/Borders/Margins-SA,4,0,4,1,1513,0.0,0.0,1.0,1.0
28,Print Quality/Duplex Printing-SA,19,3,16,1,1498,0.15789473684210525,0.75,0.25,0.8421052631578947
29,Print Quality/Print Banding-SA,1,0,1,5,1512,0.0,0.0,1.0,1.0
30,Print Quality/Print Permanence-SA,0,0,0,0,1518,NA,NA,NA,NA
31,Error Messages/Busy Message-SA,1,1,0,0,1517,1.0,1.0,0.0,0.0
32,Error Messages/Error 1007-SA,3,0,3,1,1514,0.0,0.0,1.0,1.0
33,Error Messages/Error 1008-SA,3,0,3,2,1513,0.0,0.0,1.0,1.0
